field_name,nonempty_records,likely_source,provenance_class,current_notebook_use
Unnamed: 1148,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1149,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1150,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1151,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1152,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1153,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1154,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1155,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1156,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1157,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1158,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1159,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1160,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1161,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1162,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1163,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1164,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1165,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1166,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1167,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1168,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1169,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1170,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1171,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1172,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1173,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1174,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1175,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1176,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1177,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1178,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1179,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1180,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1181,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1182,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1183,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1184,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1185,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1186,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1187,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1188,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1189,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1190,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1191,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1192,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1193,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1194,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1195,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1196,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1197,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1198,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1199,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1200,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1201,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1202,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1203,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1204,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1205,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1206,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1207,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1208,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1209,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 1210,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
